url,scrap_url
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-ampang-jajar-1-6-13400.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-anggerik-12300.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-ara-13000.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-assumption-12100.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-13400.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-1-63-13400.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-ajam-13000.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-baru-1-10-12000.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-belat-13050.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-dalam-12100.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-jermal-12300.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-lalang-13400.html
https://postcode.my/location/pulau-pinang/butterworth/?page=2,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-lalang-1-25-13000.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-lalang-jaya-13400.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-lebai-tahir-13050.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-luar-12000.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-sena-12000.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bagan-tambang-13050.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-baiduri-1-13400.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bayu-12300.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-belian-1-2-13000.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bendahara-13050.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bidara-13020.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bintang-12300.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bintang-13000.html
https://postcode.my/location/pulau-pinang/butterworth/?page=3,https://postcode.my/pulau-pinang-butterworth-jalan-bulan-13000.html
